CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-102643,Debt Collection,State,2015-07-07,2015-07-22,2015-09-23,2016-02-09,Dismissed,False,38036.07
CIV-102644,Eviction,Superior,2017-04-27,2017-05-02,2017-07-12,2017-08-28,Settled,False,69317.04
CIV-102645,Housing Code Violation,Appellate,2019-01-06,2019-01-26,2019-02-21,2019-05-17,Transferred,False,40940.48
CIV-102646,Housing Code Violation,Federal District,2022-07-14,2022-08-06,2022-08-19,2022-11-24,Judgment for Defendant,True,69545.21
CIV-102647,Debt Collection,Municipal,2023-10-01,2023-10-13,2024-01-30,2024-04-29,Judgment for Plaintiff,True,94387.23
CIV-102648,Eviction,Federal District,2021-10-09,2021-11-03,2021-12-01,2022-05-01,Judgment for Defendant,True,0.0
CIV-102649,Employment Dispute,Superior,2018-09-02,2018-09-22,2019-01-19,2019-06-13,Dismissed,False,65795.64
CIV-102650,Family Law,Federal District,2018-08-10,2018-08-24,2018-10-30,2018-12-13,Default Judgment,False,34230.59
CIV-102651,Small Claims,Municipal,2017-11-09,2017-11-15,2018-01-19,2018-03-09,Settled,False,18502.3
CIV-102652,Family Law,State,2017-05-10,2017-06-07,2017-08-07,2017-10-09,Settled,True,0.0
CIV-102653,Personal Injury,Municipal,2016-12-19,2017-01-09,2017-02-06,2017-07-09,Dismissed,False,0.0
CIV-102654,Small Claims,Municipal,2022-04-21,2022-05-20,2022-07-31,2022-12-17,Judgment for Defendant,True,6192.01
CIV-102655,Medical Malpractice,Municipal,2018-04-21,2018-04-27,2018-07-24,2019-01-09,Judgment for Plaintiff,False,0.0
CIV-102656,Contract Dispute,Superior,2019-07-14,2019-08-02,2019-10-21,2020-01-18,Settled,True,0.0
CIV-102657,Property Damage,State,2021-06-27,2021-06-28,2021-08-03,2022-01-29,Dismissed,True,0.0
CIV-102658,Personal Injury,Superior,2021-05-18,2021-06-13,2021-09-01,2021-10-04,Settled,False,82968.11
CIV-102659,Personal Injury,Appellate,2015-09-06,2015-09-20,2015-12-08,2016-01-13,Judgment for Defendant,True,0.0
CIV-102660,Contract Dispute,Superior,2015-11-26,2015-12-09,2016-01-12,2016-06-04,Transferred,True,0.0
CIV-102661,Property Damage,Appellate,2018-04-07,2018-04-26,2018-05-31,2018-08-22,Judgment for Defendant,True,28326.47
CIV-102662,Family Law,State,2021-06-23,2021-07-01,2021-10-28,2021-12-25,Default Judgment,False,0.0
CIV-102663,Housing Code Violation,State,2019-11-10,2019-11-18,2020-02-07,2020-03-09,Default Judgment,True,0.0
CIV-102664,Contract Dispute,State,2023-06-25,2023-07-25,2023-09-14,2023-12-19,Judgment for Plaintiff,False,60560.5
CIV-102665,Family Law,State,2023-04-12,2023-05-02,2023-06-09,2023-08-10,Judgment for Defendant,True,9157.16
CIV-102666,Eviction,Superior,2021-06-03,2021-06-07,2021-09-30,2022-02-06,Transferred,True,77354.21
CIV-102667,Employment Dispute,Appellate,2019-10-25,2019-10-27,2019-11-22,2020-04-10,Judgment for Defendant,False,0.0
CIV-102668,Debt Collection,Superior,2020-02-02,2020-03-01,2020-04-01,2020-09-19,Settled,False,75017.4
CIV-102669,Contract Dispute,Federal District,2021-07-29,2021-08-10,2021-08-22,2022-01-14,Default Judgment,False,777.53
CIV-102670,Contract Dispute,State,2023-05-23,2023-06-08,2023-08-03,2023-12-16,Dismissed,True,92275.42
CIV-102671,Small Claims,Municipal,2021-05-03,2021-05-30,2021-09-25,2021-12-07,Settled,True,0.0
CIV-102672,Eviction,Federal District,2019-03-02,2019-03-27,2019-07-20,2019-11-03,Dismissed,False,57456.02
CIV-102673,Property Damage,Superior,2015-05-22,2015-06-10,2015-07-18,2015-09-30,Settled,True,1152.77
CIV-102674,Contract Dispute,State,2016-11-18,2016-11-26,2017-01-20,2017-03-08,Judgment for Plaintiff,False,97355.83
CIV-102675,Medical Malpractice,Superior,2016-04-09,2016-04-29,2016-08-10,2016-11-05,Judgment for Plaintiff,True,40779.6
CIV-102676,Debt Collection,State,2020-08-27,2020-09-23,2020-12-12,2021-06-03,Default Judgment,True,0.0
CIV-102677,Eviction,Appellate,2017-10-02,2017-10-09,2017-11-08,2018-02-21,Settled,False,81278.65
CIV-102678,Eviction,Municipal,2015-04-20,2015-05-02,2015-07-23,2016-01-06,Settled,False,0.0
CIV-102679,Family Law,Superior,2016-01-06,2016-01-12,2016-04-05,2016-05-19,Default Judgment,False,87519.29
CIV-102680,Personal Injury,State,2021-09-28,2021-10-18,2021-11-14,2021-12-28,Settled,False,7987.77
CIV-102681,Debt Collection,State,2020-02-27,2020-03-08,2020-06-01,2020-10-04,Dismissed,True,59732.11
CIV-102682,Eviction,Appellate,2018-01-03,2018-01-24,2018-02-14,2018-08-07,Judgment for Plaintiff,True,18490.74
CIV-102683,Personal Injury,Appellate,2020-01-03,2020-01-06,2020-04-14,2020-07-11,Judgment for Plaintiff,True,0.0
CIV-102684,Family Law,Superior,2016-06-08,2016-06-22,2016-10-19,2017-01-27,Settled,False,10737.12
CIV-102685,Personal Injury,Appellate,2016-08-04,2016-08-27,2016-09-09,2017-01-25,Settled,True,59512.6
CIV-102686,Medical Malpractice,State,2022-05-26,2022-06-19,2022-09-05,2022-12-12,Judgment for Plaintiff,True,70662.48
CIV-102687,Medical Malpractice,Superior,2015-09-15,2015-09-27,2016-01-03,2016-03-31,Dismissed,False,21383.43
CIV-102688,Personal Injury,Superior,2023-08-28,2023-09-02,2023-09-24,2024-03-20,Settled,True,44440.85
CIV-102689,Debt Collection,Appellate,2021-08-18,2021-09-02,2021-12-02,2022-02-05,Default Judgment,True,74254.28
CIV-102690,Housing Code Violation,State,2016-06-21,2016-06-26,2016-07-17,2016-12-22,Transferred,False,67702.88
CIV-102691,Small Claims,State,2022-11-08,2022-12-08,2023-02-25,2023-04-24,Transferred,True,54501.79
CIV-102692,Employment Dispute,Federal District,2020-07-10,2020-07-12,2020-09-15,2021-02-18,Settled,True,0.0
CIV-102693,Housing Code Violation,Appellate,2023-06-30,2023-07-06,2023-09-29,2024-03-27,Judgment for Plaintiff,True,61942.37
CIV-102694,Housing Code Violation,Superior,2015-08-23,2015-08-29,2015-10-21,2016-03-18,Judgment for Defendant,False,52216.65
CIV-102695,Housing Code Violation,Federal District,2022-02-20,2022-03-09,2022-06-27,2022-10-26,Settled,True,0.0
CIV-102696,Property Damage,Appellate,2018-08-06,2018-08-29,2018-11-02,2019-04-03,Settled,True,0.0
CIV-102697,Small Claims,State,2017-12-26,2018-01-08,2018-03-20,2018-05-21,Judgment for Plaintiff,False,0.0
CIV-102698,Personal Injury,Federal District,2023-10-01,2023-10-22,2023-12-11,2024-04-14,Judgment for Defendant,True,17675.04
CIV-102699,Housing Code Violation,State,2018-12-06,2018-12-07,2019-03-23,2019-05-19,Judgment for Plaintiff,False,88350.84
CIV-102700,Employment Dispute,State,2018-05-13,2018-05-28,2018-06-29,2018-12-17,Default Judgment,False,0.0
CIV-102701,Property Damage,State,2022-03-31,2022-04-01,2022-04-22,2022-07-04,Judgment for Plaintiff,True,57553.07
CIV-102702,Small Claims,Appellate,2021-08-30,2021-08-31,2021-12-19,2022-01-21,Judgment for Defendant,True,0.0
CIV-102703,Employment Dispute,Municipal,2019-12-22,2019-12-24,2020-01-20,2020-06-02,Judgment for Plaintiff,False,0.0
CIV-102704,Eviction,State,2015-08-04,2015-08-23,2015-10-18,2016-03-06,Dismissed,False,0.0
CIV-102705,Small Claims,Municipal,2022-04-04,2022-04-06,2022-04-18,2022-07-16,Dismissed,True,24938.23
CIV-102706,Property Damage,State,2023-07-23,2023-07-30,2023-10-16,2023-12-30,Judgment for Plaintiff,False,94988.95
CIV-102707,Contract Dispute,Appellate,2017-06-29,2017-07-12,2017-11-08,2017-12-09,Dismissed,True,66078.05
CIV-102708,Personal Injury,Appellate,2018-08-05,2018-08-18,2018-10-02,2019-02-11,Dismissed,False,0.0
CIV-102709,Housing Code Violation,Superior,2016-06-15,2016-06-28,2016-08-13,2016-11-06,Dismissed,True,23212.78
CIV-102710,Personal Injury,Appellate,2016-12-11,2016-12-18,2017-01-31,2017-06-18,Judgment for Defendant,True,0.0
CIV-102711,Employment Dispute,Municipal,2022-07-20,2022-07-24,2022-08-29,2022-11-17,Dismissed,False,9768.77
CIV-102712,Personal Injury,Appellate,2019-11-18,2019-11-28,2019-12-25,2020-03-15,Judgment for Plaintiff,False,0.0
CIV-102713,Family Law,State,2018-03-24,2018-03-28,2018-07-11,2018-09-29,Judgment for Defendant,False,39141.97
CIV-102714,Employment Dispute,State,2019-01-22,2019-02-07,2019-04-11,2019-05-19,Judgment for Plaintiff,False,97480.47
CIV-102715,Family Law,Superior,2018-02-10,2018-03-11,2018-05-14,2018-06-30,Judgment for Plaintiff,True,44417.34
CIV-102716,Small Claims,Federal District,2015-12-21,2016-01-17,2016-05-14,2016-10-17,Default Judgment,True,69884.66
CIV-102717,Housing Code Violation,State,2015-06-18,2015-07-17,2015-08-17,2015-11-28,Judgment for Defendant,False,27098.25
CIV-102718,Debt Collection,Superior,2023-08-15,2023-08-31,2023-10-01,2023-12-26,Judgment for Defendant,False,0.0
CIV-102719,Debt Collection,Appellate,2020-08-14,2020-09-10,2020-11-08,2021-05-03,Default Judgment,True,87477.57
CIV-102720,Employment Dispute,State,2023-09-01,2023-09-19,2023-11-15,2024-02-10,Judgment for Defendant,True,47027.24
CIV-102721,Personal Injury,Municipal,2017-03-21,2017-04-07,2017-06-11,2017-09-17,Dismissed,False,87502.49
CIV-102722,Debt Collection,State,2022-01-07,2022-02-05,2022-03-27,2022-08-27,Dismissed,False,0.0
CIV-102723,Contract Dispute,Federal District,2017-08-18,2017-08-29,2017-12-16,2018-01-19,Settled,False,26554.1
CIV-102724,Employment Dispute,Municipal,2019-10-17,2019-10-19,2019-12-07,2020-05-10,Judgment for Plaintiff,True,95640.41
CIV-102725,Family Law,Municipal,2020-11-10,2020-11-19,2021-01-03,2021-03-28,Judgment for Defendant,False,75367.96
CIV-102726,Debt Collection,Appellate,2022-04-23,2022-05-21,2022-07-14,2022-11-27,Judgment for Defendant,True,39076.09
CIV-102727,Medical Malpractice,Superior,2017-08-15,2017-08-28,2017-11-16,2018-01-02,Transferred,True,81739.4
CIV-102728,Contract Dispute,State,2023-05-16,2023-06-05,2023-08-27,2023-10-04,Judgment for Defendant,False,0.0
CIV-102729,Contract Dispute,Federal District,2016-11-14,2016-12-03,2017-03-30,2017-05-27,Judgment for Plaintiff,False,45714.99
CIV-102730,Eviction,Superior,2021-04-21,2021-05-04,2021-05-16,2021-08-28,Judgment for Defendant,False,89992.81
CIV-102731,Debt Collection,Appellate,2017-07-22,2017-08-14,2017-09-24,2018-02-14,Default Judgment,True,39937.63
CIV-102732,Contract Dispute,Appellate,2022-03-25,2022-04-09,2022-07-13,2022-10-05,Judgment for Defendant,True,13996.11
CIV-102733,Family Law,Federal District,2023-03-30,2023-04-05,2023-06-07,2023-10-20,Transferred,False,0.0
CIV-102734,Family Law,Federal District,2021-11-21,2021-11-22,2022-03-10,2022-08-18,Transferred,False,50486.95
CIV-102735,Employment Dispute,Appellate,2018-09-11,2018-10-03,2018-12-28,2019-02-07,Settled,False,68133.86
CIV-102736,Family Law,Appellate,2016-11-23,2016-12-16,2017-03-01,2017-08-06,Dismissed,False,0.0
CIV-102737,Debt Collection,Federal District,2022-02-24,2022-03-07,2022-07-03,2022-08-07,Settled,True,0.0
CIV-102738,Housing Code Violation,Appellate,2022-10-15,2022-10-30,2022-11-16,2023-02-21,Transferred,True,40446.54
CIV-102739,Employment Dispute,State,2023-02-10,2023-02-25,2023-03-10,2023-07-22,Settled,True,0.0
CIV-102740,Contract Dispute,Appellate,2019-07-06,2019-07-31,2019-08-30,2020-02-23,Settled,True,0.0
CIV-102741,Small Claims,Federal District,2020-09-15,2020-10-12,2021-01-08,2021-02-27,Settled,False,15814.89
CIV-102742,Eviction,Appellate,2022-11-17,2022-11-28,2023-03-16,2023-06-06,Dismissed,False,0.0
CIV-102743,Small Claims,Superior,2015-01-25,2015-02-12,2015-04-17,2015-08-03,Settled,False,16194.64
CIV-102744,Eviction,Municipal,2017-04-24,2017-05-17,2017-08-24,2018-02-07,Transferred,True,0.0
CIV-102745,Personal Injury,Superior,2018-05-23,2018-06-14,2018-09-13,2018-10-17,Judgment for Plaintiff,False,99391.45
CIV-102746,Housing Code Violation,Appellate,2021-09-18,2021-09-24,2021-10-12,2022-02-06,Settled,True,99625.3
CIV-102747,Housing Code Violation,Federal District,2020-12-12,2020-12-18,2021-01-31,2021-04-30,Transferred,False,24913.09
CIV-102748,Family Law,Federal District,2015-08-11,2015-09-03,2015-10-01,2015-11-19,Dismissed,False,86073.22
CIV-102749,Debt Collection,State,2015-01-23,2015-02-05,2015-05-07,2015-09-10,Transferred,True,64697.38
CIV-102750,Personal Injury,Appellate,2021-07-03,2021-07-31,2021-11-14,2021-12-27,Transferred,False,0.0
CIV-102751,Housing Code Violation,Municipal,2021-07-07,2021-08-06,2021-11-16,2022-01-21,Judgment for Plaintiff,True,45152.45
CIV-102752,Small Claims,State,2015-07-09,2015-07-13,2015-09-21,2015-11-03,Judgment for Defendant,False,88043.63
CIV-102753,Contract Dispute,Federal District,2017-04-13,2017-04-14,2017-06-28,2017-12-13,Transferred,True,40510.06
CIV-102754,Housing Code Violation,State,2020-12-05,2020-12-11,2021-03-07,2021-07-21,Transferred,False,0.0
CIV-102755,Contract Dispute,Appellate,2020-11-26,2020-12-07,2021-03-23,2021-04-29,Settled,False,0.0
CIV-102756,Debt Collection,Municipal,2017-01-23,2017-02-13,2017-05-16,2017-10-12,Dismissed,False,42586.74
CIV-102757,Personal Injury,State,2021-08-23,2021-09-14,2021-10-08,2022-02-13,Judgment for Defendant,False,2047.82
CIV-102758,Eviction,Federal District,2015-05-16,2015-06-02,2015-06-29,2015-08-02,Dismissed,False,75862.29
CIV-102759,Debt Collection,Superior,2016-12-18,2017-01-17,2017-03-21,2017-06-08,Judgment for Plaintiff,True,59688.78
CIV-102760,Medical Malpractice,Federal District,2022-01-25,2022-02-15,2022-03-20,2022-06-22,Transferred,False,0.0
CIV-102761,Property Damage,Superior,2015-11-29,2015-12-05,2015-12-16,2016-03-30,Settled,False,59868.74
CIV-102762,Family Law,Superior,2021-07-26,2021-07-29,2021-08-27,2021-11-22,Settled,True,90992.53
CIV-102763,Eviction,Federal District,2021-05-23,2021-06-07,2021-08-07,2021-09-21,Judgment for Defendant,False,91869.94
CIV-102764,Property Damage,Superior,2018-04-17,2018-04-25,2018-06-22,2018-10-11,Dismissed,False,69990.92
CIV-102765,Housing Code Violation,Appellate,2019-10-07,2019-10-16,2019-12-29,2020-02-17,Judgment for Plaintiff,False,97104.28
CIV-102766,Housing Code Violation,Federal District,2019-06-27,2019-07-24,2019-10-31,2020-02-07,Settled,True,71826.54
CIV-102767,Medical Malpractice,Superior,2020-01-25,2020-02-10,2020-03-22,2020-08-31,Transferred,False,99906.74
CIV-102768,Employment Dispute,Appellate,2016-06-04,2016-06-12,2016-08-15,2016-09-23,Judgment for Defendant,False,7832.17
CIV-102769,Family Law,State,2019-03-08,2019-03-27,2019-05-15,2019-11-06,Settled,True,0.0
CIV-102770,Property Damage,State,2017-01-31,2017-02-20,2017-05-08,2017-09-14,Judgment for Defendant,True,41986.81
CIV-102771,Employment Dispute,State,2015-10-25,2015-11-09,2016-01-30,2016-07-27,Settled,False,98534.04
CIV-102772,Small Claims,Federal District,2021-09-26,2021-10-18,2022-02-10,2022-04-20,Transferred,True,75273.82
CIV-102773,Housing Code Violation,Federal District,2023-03-29,2023-04-14,2023-08-12,2023-12-22,Judgment for Defendant,False,19135.46
CIV-102774,Personal Injury,State,2023-10-04,2023-10-18,2023-10-29,2024-02-13,Judgment for Plaintiff,True,94778.95
CIV-102775,Personal Injury,Superior,2017-10-27,2017-11-25,2018-02-20,2018-05-24,Settled,True,0.0
CIV-102776,Employment Dispute,Municipal,2021-09-21,2021-09-24,2021-10-23,2021-12-24,Dismissed,True,0.0
CIV-102777,Employment Dispute,State,2018-04-01,2018-04-11,2018-04-27,2018-09-23,Default Judgment,True,0.0
CIV-102778,Contract Dispute,Superior,2018-06-03,2018-06-27,2018-09-28,2018-12-25,Transferred,True,12261.77
CIV-102779,Family Law,Superior,2017-04-16,2017-05-03,2017-08-24,2018-02-17,Settled,False,59347.95
CIV-102780,Employment Dispute,Superior,2021-01-21,2021-02-04,2021-05-07,2021-08-28,Settled,True,1629.97
CIV-102781,Contract Dispute,Federal District,2021-12-18,2022-01-10,2022-04-13,2022-06-20,Settled,True,23596.69
CIV-102782,Employment Dispute,Federal District,2021-05-24,2021-06-23,2021-09-03,2022-01-20,Dismissed,False,62233.89
CIV-102783,Contract Dispute,Superior,2016-05-27,2016-06-26,2016-09-16,2017-03-04,Judgment for Defendant,True,0.0
CIV-102784,Eviction,Municipal,2015-12-15,2015-12-31,2016-04-03,2016-08-04,Judgment for Defendant,False,93676.51
CIV-102785,Property Damage,Superior,2019-10-30,2019-11-18,2020-01-09,2020-06-09,Dismissed,False,93967.96
CIV-102786,Medical Malpractice,State,2020-07-03,2020-07-12,2020-08-06,2020-10-16,Dismissed,True,62057.94
CIV-102787,Family Law,Appellate,2019-07-16,2019-07-20,2019-07-31,2019-09-12,Judgment for Defendant,True,7790.82
CIV-102788,Personal Injury,Federal District,2018-12-03,2018-12-05,2019-01-12,2019-05-29,Transferred,True,0.0
CIV-102789,Small Claims,Municipal,2016-08-23,2016-09-15,2016-11-06,2017-05-04,Default Judgment,True,19740.93
CIV-102790,Property Damage,Superior,2020-02-26,2020-02-28,2020-04-02,2020-07-17,Judgment for Plaintiff,False,0.0
CIV-102791,Debt Collection,Appellate,2018-03-19,2018-04-06,2018-07-02,2018-08-01,Judgment for Defendant,True,95897.52
CIV-102792,Medical Malpractice,Municipal,2019-08-31,2019-09-28,2019-10-24,2020-01-19,Dismissed,False,8083.53
CIV-102793,Contract Dispute,Federal District,2023-06-28,2023-07-18,2023-08-06,2024-01-03,Judgment for Plaintiff,True,24269.78
CIV-102794,Small Claims,Superior,2022-05-16,2022-05-22,2022-09-19,2023-03-05,Dismissed,False,19662.27
CIV-102795,Housing Code Violation,Superior,2017-11-13,2017-11-15,2018-02-10,2018-03-30,Default Judgment,True,54688.6
CIV-102796,Medical Malpractice,Appellate,2015-11-20,2015-12-14,2016-03-27,2016-05-20,Judgment for Plaintiff,False,0.0
CIV-102797,Eviction,Federal District,2021-12-11,2021-12-24,2022-03-29,2022-07-30,Transferred,True,0.0
CIV-102798,Contract Dispute,Municipal,2015-07-12,2015-08-02,2015-10-13,2016-03-12,Judgment for Plaintiff,True,89279.94
CIV-102799,Medical Malpractice,Superior,2023-12-26,2023-12-27,2024-04-06,2024-07-24,Dismissed,False,0.0
CIV-102800,Property Damage,State,2023-07-15,2023-07-23,2023-10-18,2024-04-04,Dismissed,True,59062.35
CIV-102801,Eviction,Federal District,2019-06-01,2019-06-26,2019-07-26,2019-09-04,Judgment for Plaintiff,False,28230.77
CIV-102802,Housing Code Violation,Federal District,2022-10-11,2022-11-04,2022-11-16,2023-04-08,Dismissed,True,16166.06
CIV-102803,Debt Collection,Appellate,2022-10-29,2022-11-09,2022-11-30,2023-04-06,Transferred,True,0.0
CIV-102804,Property Damage,State,2023-02-06,2023-02-14,2023-04-08,2023-08-22,Dismissed,True,47108.06
CIV-102805,Housing Code Violation,Municipal,2017-12-15,2018-01-12,2018-01-24,2018-07-01,Judgment for Defendant,False,72123.51
CIV-102806,Small Claims,State,2021-10-14,2021-11-01,2022-01-11,2022-02-20,Dismissed,True,61705.8
CIV-102807,Eviction,Municipal,2021-01-24,2021-02-20,2021-06-02,2021-09-12,Dismissed,True,91091.62
CIV-102808,Medical Malpractice,Federal District,2019-05-16,2019-05-29,2019-06-20,2019-08-13,Judgment for Plaintiff,False,34619.57
CIV-102809,Personal Injury,Municipal,2023-12-23,2024-01-05,2024-02-14,2024-05-01,Default Judgment,False,99422.4
CIV-102810,Property Damage,Municipal,2023-12-16,2024-01-07,2024-04-12,2024-06-21,Judgment for Plaintiff,True,47303.18
CIV-102811,Medical Malpractice,Superior,2015-01-29,2015-02-14,2015-04-26,2015-08-03,Judgment for Plaintiff,False,0.0
CIV-102812,Property Damage,State,2023-11-10,2023-11-12,2024-03-11,2024-08-24,Dismissed,False,0.0
CIV-102813,Small Claims,Federal District,2018-03-30,2018-04-12,2018-07-26,2018-09-12,Judgment for Plaintiff,True,42411.84
CIV-102814,Employment Dispute,State,2023-11-21,2023-12-07,2024-03-28,2024-08-04,Judgment for Defendant,True,70460.74
CIV-102815,Eviction,Municipal,2021-06-18,2021-07-01,2021-07-11,2021-11-11,Settled,False,53694.75
CIV-102816,Housing Code Violation,Appellate,2015-03-09,2015-03-14,2015-05-10,2015-10-11,Dismissed,True,0.0
CIV-102817,Contract Dispute,Appellate,2020-10-18,2020-10-31,2020-11-16,2021-03-10,Settled,True,24251.25
CIV-102818,Housing Code Violation,Municipal,2015-02-04,2015-02-16,2015-03-03,2015-05-05,Transferred,False,1297.42
CIV-102819,Eviction,Federal District,2021-02-10,2021-03-01,2021-03-26,2021-04-27,Dismissed,True,0.0
CIV-102820,Contract Dispute,State,2015-08-29,2015-09-24,2016-01-06,2016-04-05,Judgment for Plaintiff,True,26598.09
CIV-102821,Medical Malpractice,Federal District,2016-10-09,2016-11-01,2016-12-06,2017-05-02,Judgment for Defendant,False,11655.33
CIV-102822,Contract Dispute,Municipal,2022-04-13,2022-05-10,2022-06-12,2022-10-20,Default Judgment,False,86372.5
CIV-102823,Debt Collection,Superior,2020-03-13,2020-03-25,2020-07-17,2020-12-20,Judgment for Plaintiff,False,0.0
